Organization Name,Organization Name URL,Categories,Headquarters Location,Description,CB Rank (Company),Website,LinkedIn,Contact Email,Phone Number,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Total Funding Amount
Cyborg,https://www.crunchbase.com/organization/cyborg-2,Telecommunications,"New York, New York, United States",A rapidly growing telecommunications research and development firm.,"43,860",http://www.cyborg.co,https://www.linkedin.com/company-beta/3292282/,info@cyborg.co,1(212)653-0688,Nicolas Dupont,1-10,3,Early Stage Venture,2017-11-13,,"$350,000"
Energy Points,https://www.crunchbase.com/organization/energy-points,"Energy, Energy Management, Enterprise","Boston, Massachusetts, United States",The EnergyPoints platform enables the simple optimization management and planning of energy-related resources across the enterprise.,"43,896",http://www.energypoints.com/?CrunchBase,http://www.linkedin.com/company/energy-points-inc-,,,"Ory Zik, Roy Stein",11-50,1,Early Stage Venture,2012-02-13,"$3,000,000","$3,000,000"
Empathetics,https://www.crunchbase.com/organization/empathetics,"E-Learning, EBooks, Health Care","Boston, Massachusetts, United States",Empathetics brings innovative empathy and relational skills training to the healthcare marketplace,"44,418",http://empathetics.com,https://www.linkedin.com/company/empathetics?trk=tyah,info@empathetics.com,(844) 407-2755,Helen Riess,1-10,1,Early Stage Venture,2015-04-27,"$1,500,000","$1,500,000"
Therasis,https://www.crunchbase.com/organization/therasis,"Biotechnology, Genetics, Health Diagnostics, Therapeutics","New York, New York, United States",Therasis is a new drug discovery company developing oncology therapeutics for use as single agents or in combination therapy.,"45,470",http://www.therasis.com,,info@therasis.com,212-823-2019,,1-10,1,Early Stage Venture,2009-12-08,"$12,000,000","$12,000,000"
Nido Surgical,https://www.crunchbase.com/organization/nido-surgical,Medical Device,"Boston, Massachusetts, United States",Nido Surgical develops minimally invasive instruments for cardiac surgery based on technology developed a Boston's Children's Hospital.,"45,625",http://www.nidosurgical.com,https://www.linkedin.com/company/nido-surgical,,(800)819-6436,"Nikolay Vasilyev, Pedro del Nido",1-10,1,Early Stage Venture,2017-02-07,"$1,300,000","$1,300,000"
Source Molecular,https://www.crunchbase.com/organization/source-molecular,,"Miami, Florida, United States",It is a private commercial laboratory founded in 2002 with a mission to fill the void between source identification research,"45,869",http://www.sourcemolecular.com/,https://in.linkedin.com/company/source-molecular-corporation,info@sourcemolecular.com,(786)513-2733,,11-50,1,Early Stage Venture,2017-07-13,"$1,600,000","$1,600,000"
CallsFreeCalls,https://www.crunchbase.com/organization/callsfreecalls,"Mobile, Telecommunications, VoIP","Miami, Florida, United States","CallsFreeCalls is a mobile app that allows users to make FREE phone calls and SMS to ANY number, worldwide.","45,944",http://cfc.io,http://www.linkedin.com/company/callsfreecalls-com,adv@callsfreecalls.com,,Oleksii Vynogradov,1-10,3,Early Stage Venture,2013-11-15,"$1,000,000","$2,004,300"
Gust,https://www.crunchbase.com/organization/gust,"Collaboration, Finance, Financial Services, Legal, SaaS, Venture Capital","New York, New York, United States","Gust is the global SaaS platform for entrepreneurs to found, manage and fund new ventures.","46,190",http://gust.com,https://www.linkedin.com/company/140702?trk=vsrp_companies_res_name&trkInfo=VSRPsearchId%3A2826892791431268227361%2CVSRPtargetId%3A140702%2CVSRPcmpt%3Aprimary,info@gust.com,(212)228-8770,"Daniel Hassett, David S. Rose",11-50,1,Early Stage Venture,2004-01-01,,
SheFinds Media,https://www.crunchbase.com/organization/white-cat-media,Shopping,"New York, New York, United States","SheFinds Media is a network of websites for women that features online discounts and bargains for fashion, beauty, and home products.","46,587",http://www.shefinds.com,,hello@shefinds.com,,,11-50,1,Early Stage Venture,2008-11-24,"$1,300,000","$1,300,000"
Mobile Media Content - TICKETING3D,https://www.crunchbase.com/organization/mobile-media-content,"3D Technology, Data Visualization, Mobile, SaaS, Ticketing","Miami, Florida, United States","Mobile Media Content, a Barcelona, Spain-based provider of virtual visualization technologies","46,639",http://mobilemediacontent.com,https://www.linkedin.com/company/mobile-media-content,info@mobilemediacontent.com,34 93 328 33 75,Francis  Casado,11-50,2,Early Stage Venture,2017-09-01,,"$400,000"
Mimoco,https://www.crunchbase.com/organization/mimoco,"Hardware, Software","Boston, Massachusetts, United States",Mimoco is engaged in the development of the flagship collection of MIMOBOT® designer USB flash drives.,"46,709",http://www.mimoco.com,,humanoid@mimoco.com,1-888-MIMO-BOT,,11-50,2,Early Stage Venture,2011-03-28,"$1,500,000","$1,500,000"
Say2eat,https://www.crunchbase.com/organization/say2eat,"Artificial Intelligence, Food and Beverage, Machine Learning, Messaging, Natural Language Processing, Retail Technology, SaaS","New York, New York, United States"," Say2eat helps multi-unit restaurant brands increase direct online sales, consumer loyalty, and retention","47,467",http://www.say2eat.com,,info@say2eat.com,(470)729-2328,"Ilya Kritsmer, Li-ran Navon",11-50,3,Early Stage Venture,2018-06-12,,
QWiPS,https://www.crunchbase.com/organization/qwips,"Apps, Audio, Social Media","New York, New York, United States","QWiPS is a social voice platform for adding and sharing voice to photos, Tweets and Facebook posts.","49,456",http://www.qwips.com,,info@qwips.com,,Jeffrey Stier,1-10,1,Early Stage Venture,2011-10-11,"$1,250,000","$1,250,000"
Carol Drives Inc,https://www.crunchbase.com/organization/carol-drives-inc,"Apps, Ride Sharing","Miami, Florida, United States",Carol Drives Inc is a ride-sharing app.,"50,228",,,info@caroldrives.com,754-207-3618,Rafael  Vecino ,11-50,2,Early Stage Venture,2018-04-01,,"$100,000"
MIKA,https://www.crunchbase.com/organization/mika,"Fashion, Online Portals, Shopping","New York, New York, United States",MIKA is a provider of complete looks curated by expert stylists from the best brands.,"51,193",http://mikalook.com,,hi@mikalook.com,(212) 242-0412,Sani Sanilevich,11-50,2,Early Stage Venture,2013-02-15,"$1,200,000","$1,700,000"
Minyanville,https://www.crunchbase.com/organization/minyanville,"Digital Media, Financial Exchanges, News","New York, New York, United States","Minyanville operates financial news portals for active traders, individual investors, and families with kids.","51,425",http://www.minyanville.com,http://www.linkedin.com/company/minyanville-media-inc,social@minyanville.com,212-991-6200,Todd Harrison,11-50,1,Early Stage Venture,2009-05-16,"$2,200,000","$2,200,000"
Kinetic Global Markets,https://www.crunchbase.com/organization/kinetic-trading-strategies,Analytics,"New York, New York, United States",Kinetic Global Markets applies computational finance techniques to massive amounts of textual data to extract semantic information.,"52,730",http://www.kinetictradingllc.com,,,,Roger Ehrenberg,1-10,1,Early Stage Venture,2010-12-31,"$2,999,000","$2,999,000"
FanPaaS,https://www.crunchbase.com/organization/fanpaas,"Internet of Things, Real Time, Sports","Miami, Florida, United States",FanPaaS a fan management platform to increase fan engagement and monetize the fan experience.,"53,041",http://fanpaas.com,,dcarson@fanpaas.com,(786)556-5025,Donald Carson,1-10,2,Early Stage Venture,2017-06-15,,"$400,000"
Adtuitive,https://www.crunchbase.com/organization/adtuition,"Advertising, Brand Marketing, Digital Media","New York, New York, United States",Adtuitive is a contextually-driven ad platform working with publishers to provide search and display marketing solutions for retailers.,"54,772",http://adtuitive.com,,contact@adtuitive.com,(212) 537-5812,"Greg Fodor, Isaac Oates, Jason Davis",1-10,1,M&A,2009-02-01,"$1,300,000","$1,300,000"
Tracked.com,https://www.crunchbase.com/organization/tracked-com,"Analytics, Communications Infrastructure, Information Services","New York, New York, United States","Tracked.com gathers, organizes and analyzes information, communications and connections about companies, industries and businesses.","55,282",http://tracked.com,,,347-416-6527,Michael Yavonditte,11-50,2,Early Stage Venture,2009-07-01,"$6,500,000","$11,500,000"
RESTIN®,https://www.crunchbase.com/organization/restin,"Health Care, Medical, Wellness","Washington, District of Columbia, United States","Restin massage chairs gives anyone an on-demand massage therapy, in their living room, every day.","55,570",https://restin.co,http://www.linkedin.com/company/restin,,1(202)719-0097,Frank Taylor,11-50,1,Early Stage Venture,2017-09-14,"$240,000","$240,000"
Crowd Fusion,https://www.crunchbase.com/organization/crowd-fusion,"Internet, Software","New York, New York, United States",Crowd Fusion is a cloud-native publishing platform and CMS that media brands use to create content.,"56,244",http://www.crowdfusion.com/,https://www.linkedin.com/company/crowd-fusion,info@ceros.com,347-744-9250,"Brian Alvey, Craig Wood",1-10,1,Early Stage Venture,2008-07-31,"$3,000,000","$3,000,000"
Panvidea,https://www.crunchbase.com/organization/panvidea,"Cloud Computing, Video","New York, New York, United States",Panvidea is engaged in the development and commercialization of entertainment and advertising content for various digital platforms.,"56,303",http://www.panvidea.com,,,212-967-9613,Chris Cali,11-50,1,M&A,2010-03-19,"$2,700,000","$2,700,000"
PickTaxi,https://www.crunchbase.com/organization/picktaxi,"Information Technology, iOS, Taxi Service","New York, New York, United States",PickTaxi is an automated location-based taxi booking service that can be access from smartphones or web.,"58,015",http://www.picktaxi.com,https://www.linkedin.com/company/picktaxi,sales@picktaxi.com,(775)623-7855,Amie Gurd,1-10,2,Early Stage Venture,2015-11-12,"$150,000","$423,000"
OkCupid,https://www.crunchbase.com/organization/okcupid,"Apps, Dating, Social Network","New York, New York, United States",OkCupid is an online dating website that uses quizzes and multiple-choice questions to find a match for the user.,"58,589",http://www.okcupid.com,http://www.linkedin.com/company/okcupid.com,,,"Chris Coyne, Christian Rudder, Max Krohn, Sam Yagan",11-50,1,M&A,2007-01-17,"$6,000,000","$6,000,000"
Runity LLC,https://www.crunchbase.com/organization/runity-llc,"Lifestyle, Personal Health","Miami, Florida, United States",Get the whole world running again revealing and delivering the keys of flawless running practice to 2 Billion people,"58,773",http://www.runity.run,,hello@runity.run,,"Blas Chamorro, Brent Anderson, Juan Nieto, Rafael Espinosa de los Monteros Iglesias",1-10,2,Early Stage Venture,2017-06-01,,"$310,000"
Transparency Life Sciences,https://www.crunchbase.com/organization/transparency-life-sciences,Pharmaceutical,"New York, New York, United States",Transparency Life Sciences is a world's first drug development services company based on open innovation.,"59,228",http://transparencyls.com/,https://www.linkedin.com/company-beta/2528001/,info@transparencyls.com,(917) 355-9234,"Marc Foster, Tomasz  Sablinski",1-10,1,Early Stage Venture,2018-02-15,"$5,000,000","$5,000,000"
Noble Markets,https://www.crunchbase.com/organization/noble-markets,"Finance, Financial Services, FinTech, Trading Platform","New York, New York, United States","Noble is a banking platform that focuses solely on enabling clients to clear, net and settle FX & OTC transactions in real-time​.","59,405",http://www.noblegrp.com,https://www.linkedin.com/company/noble-markets?trk=company_logo&_mSplash=1,info@noblegrp.com,1 (646) 849-6347,,11-50,1,Early Stage Venture,2016-04-18,,
PhotoShelter,https://www.crunchbase.com/organization/photoshelter,"E-Commerce, Photography","New York, New York, United States",PhotoShelter is a photography website empowering photo sales and providing marketing and archiving tools for photographers.,"59,721",http://www.photoshelter.com,,support@photoshelter.com,212-206-0808,"Allen Murabayashi, Grover Sanschagrin, Jason Burfield, Jeffrey Arnold, Jeffrey Arnold",11-50,1,Early Stage Venture,2007-04-16,"$4,200,000","$4,200,000"
Palyon Medical,https://www.crunchbase.com/organization/palyon-medical,"Health Care, Health Diagnostics, Medical Device","New York, New York, United States","Palyon Medical Corporation, a medical device company, develops technologies for the treatment of neurological diseases.","59,811",http://palyonmedical.com,,,661-705-5601,,11-50,1,Early Stage Venture,2009-08-10,"$24,000,000","$24,000,000"
prollie,https://www.crunchbase.com/organization/prollie,"Analytics, Search Engine, Social Media","New York, New York, United States",prollie offers a platform that analyses its users social media presence and finds people to connect with according to their interests.,"59,925",http://www.prollie.com,,info@prollie.com,,"Mike Fabbri, Red Fabbri",1-10,1,Early Stage Venture,2012-12-13,"$500,000","$500,000"
Grouper,https://www.crunchbase.com/organization/grouper-2,"Events, Social Media, Social Network","New York, New York, United States",Grouper is a social club connecting groups of people in the U.S. cities and organizing parties to meet other groups.,"60,502",http://joingrouper.com,,hello@joingrouper.com,917-819-8174,"Michael Waxman, Tom Brown",11-50,2,Early Stage Venture,2013-11-25,,
model alliance,https://www.crunchbase.com/organization/model-alliance,"Fashion, Messaging, Mobile, Photo Sharing, Private Social Networking, Social Media Marketing","Miami, Florida, United States","First-ever mobile application for professional models, celebrities, fashion and advertising people, and Smm aggregator.","61,010",http://promo.modelalliance.international,,,,Kirill Bondarenko,1-10,2,Early Stage Venture,2016-02-23,,"$1,000,000"
Nutrafol,https://www.crunchbase.com/organization/nutrafol,Consumer Goods,"New York, New York, United States",Nutrafol is a nutraceutical.,"63,948",https://www.nutrafol.com/,https://www.linkedin.com/company-beta/10796222/,support@nutrafol.com,+118884543320,Giorgos Tsetis C.E.,11-50,1,Early Stage Venture,2017-05-09,,
FlipKey,https://www.crunchbase.com/organization/flipkey,"E-Commerce, Travel, Web Browsers","Boston, Massachusetts, United States",FlipKey is a vacation rental marketplace that enables users to find and book a place to stay through its web platform.,"65,738",http://flipkey.com,https://www.linkedin.com/company/flipkey,info@flipkey.com,877-354-7539,"Carl Query, Jeremiah Gall, TJ Mahony",1-10,2,M&A,2008-08-20,,"$500,000"
PreVeil,https://www.crunchbase.com/organization/preveil,"Cyber Security, Information Technology, Software","Boston, Massachusetts, United States","PreVeil is a cybersecurity company, born out of research at MIT, that provides end-to-end encryption.","66,703",https://www.preveil.com,https://www.linkedin.com/company-beta/10199038,,,"Raluca Ada Popa, Randy Battat, Sanjeev Verma",11-50,1,Early Stage Venture,2018-03-27,,
Mandoyo,https://www.crunchbase.com/organization/mandoyo,"E-Commerce, Professional Services, Small and Medium Businesses","New York, New York, United States","Mandoyo is an internet start-up company based in New York focused on individuals and businesses in the finance, marketing and IT sectors.","66,888",http://www.mandoyo.com,,info@mandoyo.com,212-208-1432,Christhi Theiss,1-10,2,Early Stage Venture,2013-08-30,"$400,000","$700,000"
Perpetua Labs,https://www.crunchbase.com/organization/perpetua-labs,Content,"New York, New York, United States",Perpetua Labs algorithm arranges recommendation the best growth tactics for your business.,"67,690",http://www.perpetualabs.com/,https://www.linkedin.com/company/perpetua-labs,,,"Alexander Good, Rosco Hill",1-10,3,Early Stage Venture,2018-01-01,,
Inmoo,https://www.crunchbase.com/organization/inmoo,"Film, Video","Miami, Florida, United States","Inmoo is an entertainment theater on the web, providing free access to films from PCs, smartphones, and more.","68,241",http://www.inmoo.com,https://www.linkedin.com/company/inmoo-inc.,,,,11-50,1,M&A,2010-11-01,"$500,000","$500,000"
Kaptur,https://www.crunchbase.com/organization/kaptur,Photography,"New York, New York, United States",Kaptur is a website and mobile application enabling users to instantly collect and collate everyone's photos from any event.,"69,225",http://www.kaptur.com,,info@kaptur.com,(917) 775-8583,"Tejpaul Bhatia, Vikash Mishra",1-10,1,M&A,2012-03-19,"$2,000,000","$2,000,000"
Bundle,https://www.crunchbase.com/organization/bundle,"Database, Finance, Web Browsers","New York, New York, United States","Bundle is an online database of money spending and saving trends, providing information on how people spend, save and invest money.","69,492",http://www.bundle.com,,,,Jaidev Shergill,11-50,1,M&A,2009-06-01,,
Salesconx,https://www.crunchbase.com/organization/salesconx,"B2B, E-Commerce, Enterprise Software, Internet, Lead Generation","New York, New York, United States",Salesconx is an online marketplace and network for business referrals.,"69,553",http://www.salesconx.com,,info@salesconx.com,212-453-9880,,11-50,1,M&A,2008-08-15,"$1,300,000","$1,300,000"
GlobalPost,https://www.crunchbase.com/organization/globalpost,"Information Services, News, Online Portals","Boston, Massachusetts, United States","GlobalPost, an online news Web site that posts content from around the world.","71,619",,https://www.linkedin.com/company-beta/1119695/?pathWildcard=1119695,,617-854-3170,"Charles Sennott, Philip Balboni",11-50,1,M&A,2009-01-12,"$8,200,000","$8,200,000"
Ticket Monster,https://www.crunchbase.com/organization/ticket-monster,"Concerts, Events, Sports, Theatre, Ticketing","New York, New York, United States","Sport, Concert, Theater Event Tickets","72,475",http://www.ticketmonster.com,,sm@ticketmonster.com,866-217-4777,Brian Lefton,11-50,1,Early Stage Venture,2016-01-01,,
SellerCrowd,https://www.crunchbase.com/organization/sellercrowd,"B2B, Social CRM","New York, New York, United States","They’re a community of media sellers from over 6,500 companies that gather on a daily basis.","73,442",http://sellercrowd.com,https://www.linkedin.com/company/3182239,,617-680-6161,Richard Tibbetts,11-50,1,Early Stage Venture,2013-03-01,,
Sonicbids,https://www.crunchbase.com/organization/sonicbids,"Audio, Marketing, Music","Boston, Massachusetts, United States","Sonicbids operates Social Music Marketing™, a product suite enabling brand marketers to reach music fans using rich music-oriented content.","76,010",http://www.sonicbids.com,https://www.linkedin.com/company/sonicbids,support@sonicbids.com,16175021300,Panos Panay,11-50,1,M&A,2007-08-13,"$4,500,000","$4,500,000"
DigiMeld,https://www.crunchbase.com/organization/digimeld,"Content Delivery Network, Video, Video Streaming","New York, New York, United States",DigiMeld provides video streaming solutions that can be integrated with content delivery networks.,"77,561",http://digimeld.com,,info@digimeld.com,212-564-1624,,1-10,1,Early Stage Venture,2008-09-03,"$2,000,000","$2,000,000"
Biena Foods,https://www.crunchbase.com/organization/biena-foods,"Fitness, Health Care, Hospitality","Boston, Massachusetts, United States","We have a line of all-natural Roasted Chickpea Snacks in four different flavors. High protein, high fiber, delicious taste, perfect crunch.","78,394",http://www.bienafoods.com,http://www.linkedin.com/company/biena-foods,hello@bienafoods.com,617-547-6400,Poorvi Patodia,1-10,1,Early Stage Venture,2017-06-14,,
Pearescope,https://www.crunchbase.com/organization/pearescope,"Apps, Coupons, Local, Social Media","New York, New York, United States",Pearescope is a network solution that allows members to introduce themselves privately and selectively to nearby mutual friends.,"79,292",http://www.Pearescope.com,,info@pearescope.com,,Whit Schrader,1-10,2,Early Stage Venture,2011-08-14,"$265,000","$325,000"
Explosive Labs ,https://www.crunchbase.com/organization/explosive-labs,,"New York, New York, United States",Explosive labs develops and deploys market-transforming technology products.,"79,917",http://www.ExplosiveLabs.com,,contact@el.com,201--211-2000,,11-50,1,Early Stage Venture,2010-11-22,"$8,700,000","$8,700,000"
Answerology,https://www.crunchbase.com/organization/answerology,Social Media,"New York, New York, United States",Answerology is a startup that aims to solve “miscommunication between the sexes” through relationship advice.,"80,151",http://www.answerology.com,,Info@Answerology.com,(212)661-9315,,1-10,1,M&A,2006-01-01,,
Hoo-Kong,https://www.crunchbase.com/organization/hoo-kong,"Digital Media, Education, Information Services, News","New York, New York, United States",Hoo-Kong is a digital media company sharing enriching content from around the globe. This is where growth happens.,"81,315",https://www.Hoo-Kong.com,,4you@hoo-kong.com,(855)252-1293,Alexis Davis,11-50,2,Early Stage Venture,2018-05-08,,
Botego,https://www.crunchbase.com/organization/botego,"Artificial Intelligence, Customer Service, Knowledge Management, Natural Language Processing, SaaS, Semantic Search, Software, Virtual Assistant","New York, New York, United States","Virtual Customer Reps. Reduces costs, increases customer satisfaction.","81,436",http://www.botego.com/,https://www.linkedin.com/company/324447,ekim.kaya@botego.com,(646)932-9604,"Devrim Demirel, Ekim Kaya",11-50,1,Early Stage Venture,2014-02-04,,
SelectMinds,https://www.crunchbase.com/organization/selectminds,"Recruiting, Social Recruiting, Web Hosting","New York, New York, United States",SelectMinds delivers networking and referral technologies that help companies form and empower current and former employees as referrers.,"81,902",http://www.selectminds.com,https://www.linkedin.com/company/selectminds,info@selectminds.com,(212)683-2988,Cem Sertoglu,11-50,1,M&A,2007-08-01,"$5,500,000","$5,500,000"
ShopWiki,https://www.crunchbase.com/organization/shopwiki,"Developer Tools, Price Comparison, Search Engine, Shopping, Video","New York, New York, United States",ShopWiki is an international consumer shopping search engine connecting shoppers with online stores and products.,"83,924",http://www.shopwiki.com,https://www.linkedin.com/company-beta/1778560/?pathWildcard=1778560,info@ShopWiki.com,212-741-8291,"Dwight Merriman, Eliot Horowitz, Eliot Horowitz, Kevin Ryan",11-50,1,M&A,2006-07-01,"$6,250,000","$6,250,000"
"Payz, Inc.",https://www.crunchbase.com/organization/payz-inc,"CRM, Customer Service, E-Commerce, Gift Card, Loyalty Programs, Payments, Virtual Currency","New York, New York, United States","Payz provides payment solutions that enable merchants to easily accept cash, ACH and credit card payments.","84,612",http://payz.com,https://www.linkedin.com/company/payz,info@payz.com,,Damion Hankejh,11-50,1,Early Stage Venture,2009-05-26,,
Acorio,https://www.crunchbase.com/organization/acorio,"Enterprise Software, Information Services, Information Technology","Boston, Massachusetts, United States",Acorio helps customers to maximize the return on their investment in ServiceNow.,"85,492",http://www.acorio.com,http://www.linkedin.com/company/acorio-llc,info@acorio.com,617-933-7588,Frank Selldorff,11-50,1,Early Stage Venture,2013-04-29,,
Home Captain,https://www.crunchbase.com/organization/home-captain,Real Estate,"New York, New York, United States","A NYC-based veteran-owned,technology-enabled real estate platform.","85,520",https://homecaptain.com/,https://www.linkedin.com/company/home-captain/,,1-877-847-4302,Grant  Moon,11-50,1,Early Stage Venture,2018-03-20,,
Potamus Trading,https://www.crunchbase.com/organization/potamus-trading,"Analytics, Risk Management, Trading Platform","Boston, Massachusetts, United States",Potamus Trading LLC is a Boston based broker-dealer situated on Boston's waterfront.,"87,170",http://www.potamustrading.com/,https://www.linkedin.com/company/potamus-trading-llc,info@potamustrading.com,6178558722,Eric Pritchett,11-50,1,Early Stage Venture,2016-07-01,,
AccessFintech,https://www.crunchbase.com/organization/accessfintech,Financial Services,"New York, New York, United States",A UK-based fintech firm,"87,796",https://www.accessfintech.com/,https://www.linkedin.com/company/access-fintech,,,,11-50,1,Early Stage Venture,2018-04-11,,
Yo.com,https://www.crunchbase.com/organization/yo-com,"Personalization, Web Development","New York, New York, United States",Yo.com is an application service provider of personalization technology.,"88,564",https://www.yo.com,,info@yo.com,(646)486-3950,,1-10,1,Early Stage Venture,2000-04-24,,
Zenbe,https://www.crunchbase.com/organization/zenbe,"Email, Mobile, Web Apps","New York, New York, United States",Zenbe is a mobile and web apps developer allowing users to share contextually-specific information with a select group of people.,"92,446",http://www.zenbe.com,,feedback@zenbe.com,646-257-3726,"Alan Chung, Peter Stern, Robert Kieffer, Tom Alison",11-50,1,M&A,2008-05-06,,
RxData,https://www.crunchbase.com/organization/rxdata,"Consulting, Health Care, Health Diagnostics","New York, New York, United States",RxData is developing a platform for international pharma pricing and access data.,"93,735",http://www.rxdata.net,,info@rxdata.net,,"Joe Segal, Lawrence Monoson",1-10,1,Early Stage Venture,2014-11-14,,
Kiboo.com,https://www.crunchbase.com/organization/kiboo-life,"E-Commerce, Finance, Social Media","New York, New York, United States",Kiboo offers prepaid cards that enable users to spend and save money using budgeting and money management tools.,"95,922",http://www.kiboo.com,,info@kiboo.com,12122687400,,1-10,1,Early Stage Venture,2008-01-01,"$1,000,000","$1,000,000"
Funtactix,https://www.crunchbase.com/organization/funtactix,"Computer, Gaming, Mobile","New York, New York, United States",Funtactix is an online game development studio specializing in social and mobile games based on major motion pictures.,"96,234",http://funtactix.com,http://www.linkedin.com/company/funtactix,info@funtactix.com,646-706-7459,Yaron Leifenberg,11-50,1,M&A,2007-01-01,"$6,000,000","$6,000,000"
Giant Realm,https://www.crunchbase.com/organization/giant-realm,"Content, News, Video","New York, New York, United States","Giant Realm offers web content and videos related to gaming, music, entertainment and lifestyle for young men.","100,795",http://www.giantrealm.com,,marketing@giantrealm.com,212-488-1740,,11-50,2,M&A,2008-05-08,"$2,000,000","$5,500,000"
Tripology,https://www.crunchbase.com/organization/tripology,"Service Industry, Tourism, Travel","New York, New York, United States",Tripology is an interactive travel referral service connecting travelers with qualified and customer-rated travel specialists.,"101,603",http://www.tripology.com,http://www.linkedin.com/company/tripology,info@tripology.com,,"Chinedu Echeruo, Jason Griffith",1-10,1,Early Stage Venture,2007-01-01,"$1,250,000","$1,250,000"
NetSpark,https://www.crunchbase.com/organization/netspark,"Developer Tools, Enterprise Software, Internet, Software","New York, New York, United States",NetSpark offers filtering solutions that protect users from inappropriate content while maintaining their access to their favorite websites.,"103,697",http://www.netspark.com,http://www.linkedin.com/company/netspark-ltd,info@netspark.com,,Moshe Weiss,11-50,1,Early Stage Venture,2008-01-01,"$2,000,000","$2,000,000"
Thinaire,https://www.crunchbase.com/organization/thinaire,"Brand Marketing, Internet of Things, Location Based Services, Mobile","New York, New York, United States","The Internet of Things, monetized","104,556",http://www.thinaire.net/,https://www.linkedin.com/company/thinaire,info@thinaire.net,(646) 293-7262,"Mark Goodstadt, Tim Daly, Tom Amodio",11-50,2,Early Stage Venture,2015-01-01,,
Streann Media,https://www.crunchbase.com/organization/streann-media,"Broadcasting, Content, Internet Radio, Video on Demand, Video Streaming","Miami, Florida, United States",Streann is the Enterprise SaaS platform for video content owners to launch next gen video streaming platforms like Netflix in 2 weeks! ,"106,480",http://www.streann.com/,https://www.linkedin.com/company/streann-media,info@streann.com,1(866)706-6247,"Antonio Calderon, Giovanni Punzo",11-50,1,Early Stage Venture,2016-04-01,,
Quickcomm Software Solutions,https://www.crunchbase.com/organization/quickcomm-software-solutions,Software,"New York, New York, United States",Quickcomm Software Solutions provides telecom expense management software solutions for mobile and landline telecommunications carriers.,"109,277",http://www.quickcomm.com,,info@quickcomm.com,646-708-8500,,1-10,1,M&A,2006-12-06,"$4,100,000","$4,100,000"
FixtHub,https://www.crunchbase.com/organization/fixthub,Financial Services,"New York, New York, United States",FixtHub is a fixed income markets enterprise software company,"112,948",http://fixthub.com/,https://www.linkedin.com/company/fixthub,hello@fixthub.com,(888)505-9011,Brian Lane,1-10,1,Early Stage Venture,2016-08-02,,
Track,https://www.crunchbase.com/organization/track,"Analytics, Market Research","New York, New York, United States","Track offers market research, analytics and financial tools tailored for institutional and individual investors.","113,300",http://track.com,,customerservice@track.com,,,1-10,1,M&A,2009-06-17,,
Cartoon Doll Emporium,https://www.crunchbase.com/organization/cartoondollemporium,"Music, Photography","New York, New York, United States","Cartoon Doll Emporium, an online playland for girls aged 7 to 17, offers virtual dress-up games, flash games, forums, and a social network.","114,108",http://cartoondollemporium.com,,cartoondollemporium@gmail.com,,Evan Bailyn,11-50,1,Early Stage Venture,2007-07-01,,
Lasting,https://www.crunchbase.com/organization/lasting,,"New York, New York, United States","Lasting is a marriage health company and #1 marriage health app that helps couples build and maintain happy, healthy marriages.","114,456",http://www.getlasting.com,https://www.linkedin.com/in/stevendziedzic,help@getlasting.com,,Steven Dziedzic,1-10,1,Early Stage Venture,2017-11-29,,
TrueChoice Solutions,https://www.crunchbase.com/organization/truechoice-solutions,"CRM, Lead Generation, SaaS, Software","New York, New York, United States",Marketing software application provider,"115,421",http://www.truechoicesolutions.com,http://www.linkedin.com/company/51064,wmeurer@truechoicesolutions.com,2125748554,Sev Keil,11-50,2,Early Stage Venture,2016-02-18,,
fl3ur,https://www.crunchbase.com/organization/fl3ur,"E-Commerce, Mobile Apps, Web Browsers","New York, New York, United States",Patented tech empowering new biz models,"116,048",http://www.fl3ur.com,,roy@fl3ur.com,855-693-5387,Sani Sanilevich,11-50,1,Early Stage Venture,2013-02-08,,
GridApp Systems,https://www.crunchbase.com/organization/gridapp-systems,Software,"New York, New York, United States",GridApp Systems develops and markets database automation software and solutions.,"124,891",http://www.gridapp.com,https://www.linkedin.com/company/1597,,646-452-4100,Shamoun Murtza,11-50,2,M&A,2005-07-02,"$5,000,000","$5,000,000"
Parlo,https://www.crunchbase.com/organization/parlo-inc,"Information Services, Internet, Language Learning","New York, New York, United States",Parlo is to meet the immense but underserved global demand for language learning.,"125,280",http://www.parlo.com/,https://www.linkedin.com/company/269830,,646-742-0832,,11-50,1,M&A,2000-02-11,"$14,000,000","$14,000,000"
Simplist,https://www.crunchbase.com/organization/knodes,"Business Development, Digital Media, Recruiting, Search Engine","New York, New York, United States",Connect the right people at the right moments to empower more rewarding and effective relationships.,"125,432",http://getsimplist.com,https://www.linkedin.com/company/knodes,crunchbase@knod.es,,"John Goodwin, Nick Hall",11-50,1,Early Stage Venture,2011-09-01,,
Tradelegs,https://www.crunchbase.com/organization/tradelegs,Software,"New York, New York, United States",Tradelegs offers decision-support software for investors to shape returns on their fundamental equity research.,"130,116",http://www.tradelegs.com/,https://www.linkedin.com/company/tradelegs-llc,info@tradelegs.com,(347)878-7930,"Gideon Agar, Hani El-Sakkout",11-50,3,Early Stage Venture,2016-09-01,,
